HGNC_Approved_Symbol	HGNC_ID	pLI	LOEUF_gnomAD_v2.1.1	pHaplo	HI_score	Enhancer_Gnocchi	Mean_AlphaMissense_pathogenicity	Genovo_LOEUF_corrected	Curated_by_ClinGenSVI_group	Curated_from_G2P
TFAP4	HGNC:11745	0.99731	0.172	0.878614963	NA	2.99648274	0.580808176	0.053908266	FALSE	FALSE
COL4A5	HGNC:2207	1	0.191	NA	3	NA	0.369641638	NA	TRUE	TRUE
CSNK1G2	HGNC:2455	0.99138	0.254	0.608486142	NA	3.077457585	0.676541426	0.358354819	FALSE	FALSE
NLGN2	HGNC:14290	0.99974	0.126	0.973940481	NA	4.896098816	0.567536522	0.222572669	FALSE	FALSE
ETFB	HGNC:3482	NA	NA	0.57368349	30	3.106801327	0.535176265	1.037032	FALSE	TRUE
FCHO2	HGNC:25180	0.99973	0.222	0.863928383	NA	1.40569172	0.40823402	0.16452387	FALSE	FALSE
DSTYK	HGNC:29043	0.51262	0.371	0.57385368	NA	3.7074832	0.469747192	0.371729993	FALSE	TRUE
RANBP3	HGNC:9850	0.99997	0.141	0.863027476	NA	5.118883154	0.391714176	0.024957815	FALSE	FALSE
PTS	HGNC:9689	6.46E-06	1.685	0.44873823	30	3.386126536	0.467069642	2.100842702	FALSE	TRUE
SCARB2	HGNC:1665	8.95E-05	0.724	0.383435238	0	2.557621812	0.386859523	0.939556964	TRUE	FALSE
ARL6	HGNC:13210	0.01013	0.917	0.089055981	30	-1.388493956	0.508949207	0.744056722	FALSE	TRUE
PDCD10	HGNC:8761	0.96197	0.325	0.955916675	NA	2.119445521	0.623180011	0.054339798	TRUE	TRUE
COL5A2	HGNC:2210	1	0.097	0.949538966	NA	2.622597557	0.451676714	0.058876383	FALSE	FALSE
PSIP1	HGNC:9527	0.99668	0.266	0.97617022	NA	1.533363974	0.460005374	0.350774758	FALSE	FALSE
SLC12A6	HGNC:10914	0.011377	0.395	0.667748085	NA	1.241337075	0.588121097	0.369180874	TRUE	TRUE
NHLRC2	HGNC:24731	8.32E-06	0.684	0.872852522	NA	2.742127345	0.344218813	0.749647453	FALSE	TRUE
DNAH9	HGNC:2953	3.05E-60	0.722	0.144694607	NA	3.871308442	0.365941739	0.804806594	TRUE	TRUE
ARF5	HGNC:658	0.94298	0.33	0.62876348	NA	1.397630438	0.742269764	0.10952821	FALSE	FALSE
CD36	HGNC:1663	NA	NA	0.257336409	30	0.075215825	0.419938158	5.784897124	TRUE	FALSE
LMTK2	HGNC:17880	0.99978	0.239	0.868295008	NA	2.290632355	0.317827291	0.206779222	FALSE	FALSE
SPAG9	HGNC:14524	1	0.142	0.98944758	NA	1.601316919	0.507482509	0.091578557	FALSE	FALSE
ZC3H12C	HGNC:29362	0.99838	0.252	0.993255994	NA	2.203724657	0.396435406	0.336937924	FALSE	FALSE
SPATA7	HGNC:20423	5.18E-13	1.149	0.591575693	30	3.322469717	0.257899383	1.247728441	TRUE	TRUE
ARSA	HGNC:713	1.09E-11	1.34	0.631819884	30	1.266646201	NA	1.405057499	TRUE	TRUE
CREBRF	HGNC:24050	0.99997	0.1	0.989995323	NA	3.417442199	0.423136175	0.025106575	FALSE	FALSE
HSD17B10	HGNC:4800	0.93604	0.342	NA	0	NA	0.451562545	NA	FALSE	TRUE
PSMA3	HGNC:9532	0.98462	0.278	0.892373217	NA	1.344855755	0.651353222	0.10956808	FALSE	FALSE
RASGEF1B	HGNC:24881	0.92073	0.349	0.854768504	NA	3.18742215	0.498786445	0.214698008	FALSE	FALSE
PDHA1	HGNC:8806	NA	NA	NA	3	NA	0.61747939	NA	TRUE	TRUE
ADGRV1	HGNC:17416	3.17E-39	0.516	0.502150435	30	NA	0.302957068	0.550846705	TRUE	TRUE
SMARCAL1	HGNC:11102	2.26E-06	0.611	0.634417073	NA	3.195662065	0.305126976	0.638044242	FALSE	TRUE
BICD2	HGNC:17208	0.98272	0.305	0.752355391	NA	2.632182726	0.449184878	0.404542913	FALSE	FALSE
PITPNM3	HGNC:21043	0.99992	0.206	0.899608903	NA	5.115870101	0.449760884	0.19261695	FALSE	FALSE
FOXRED1	HGNC:26927	1.99E-16	1.32	0.458467503	30	5.32400971	0.266528789	1.297327688	TRUE	TRUE
HOOK3	HGNC:23576	1	0.155	0.930739243	NA	1.905933168	0.514398967	0.068730888	FALSE	FALSE
ZFYVE9	HGNC:6775	0.90244	0.325	0.873785218	NA	2.212973237	0.396666623	0.276808494	FALSE	FALSE
USP15	HGNC:12613	0.99997	0.211	0.951849554	NA	1.88408747	0.547676561	0.086696453	FALSE	FALSE
NHP2	HGNC:14377	0.05011	1.082	0.445040074	30	3.490317775	0.571320474	1.575401409	FALSE	TRUE
RNF31	HGNC:16031	1	0.19	0.722077214	NA	1.894069046	NA	0.169588937	FALSE	FALSE
MAPK8	HGNC:6881	0.99823	0.207	0.613063309	NA	2.412835615	0.622570248	0.109984785	FALSE	FALSE
BAZ1A	HGNC:960	1	0.176	0.979531338	NA	1.38583688	0.437252715	0.15563243	FALSE	FALSE
TTC7B	HGNC:19858	0.99998	0.189	0.812018119	NA	4.677663381	0.515979224	0.153751049	FALSE	FALSE
SLC34A3	HGNC:20305	NA	NA	0.298937301	NA	6.072108081	0.315115321	NA	TRUE	FALSE
CCND3	HGNC:1585	0.98347	0.24	0.736479747	NA	3.484405178	0.520408761	0.197868678	FALSE	FALSE
POU1F1	HGNC:9210	NA	NA	0.125965213	NA	0.511736234	0.509028484	0.708344078	TRUE	TRUE
TSC22D1	HGNC:16826	0.9599	0.328	0.796039303	NA	1.25795345	0.302237048	0.132880589	FALSE	FALSE
ADPRS	HGNC:21304	0.00057514	1.033	0.216259432	NA	3.099763193	0.451567483	1.051212996	FALSE	TRUE
ZEB2	HGNC:14881	NA	NA	0.996792283	3	1.989850351	0.455168738	NA	TRUE	TRUE
CRX	HGNC:2383	0.51043	0.6	0.597168423	NA	3.699844775	0.402622	0.339638872	FALSE	TRUE
MTMR12	HGNC:18191	0.99638	0.275	0.92479368	NA	2.033953541	0.372986299	0.225087735	FALSE	FALSE
STAT3	HGNC:11364	1	0.095	0.982935589	NA	3.469199129	0.625141955	0.016651855	FALSE	FALSE
LHX6	HGNC:21735	0.96572	0.326	0.991216973	NA	3.430997693	0.556845942	0.088182459	FALSE	FALSE
SMG9	HGNC:25763	3.46E-13	1.098	0.485791822	NA	3.324920841	0.563887913	1.324497942	FALSE	TRUE
MICU1	HGNC:1530	1.93E-13	1.291	0.249181384	NA	1.979920836	0.55734317	0.97409217	TRUE	TRUE
MED15	HGNC:14248	0.99974	0.241	0.809194139	NA	2.009948103	0.459316251	0.116514232	FALSE	FALSE
ERCC5	HGNC:3437	NA	NA	0.839722361	30	4.118107872	NA	NA	FALSE	TRUE
CRYGS	HGNC:2417	NA	NA	0.579228326	NA	3.189443408	0.48430881	1.283564071	FALSE	TRUE
MRPS34	HGNC:16618	0.0026375	1.722	0.113243583	NA	NA	0.336746082	2.276103501	FALSE	TRUE
ARHGAP35	HGNC:4591	NA	NA	0.949469046	NA	4.170475246	0.541947814	NA	FALSE	TRUE
XPOT	HGNC:12826	0.99711	0.276	0.972254926	NA	1.187456139	0.507111224	0.20419847	FALSE	FALSE
TRMT10A	HGNC:28403	NA	NA	0.144663836	30	0.565012204	0.360951317	1.255528462	FALSE	TRUE
HPD	HGNC:5147	0.00052764	0.666	0.255555839	NA	3.883192038	0.486806522	0.676071725	FALSE	TRUE
CYBB	HGNC:2578	0.99904	0.193	NA	3	NA	0.589251235	NA	TRUE	TRUE
IL10RB	HGNC:5965	2.51E-06	1.115	0.270443672	NA	2.809965957	0.297051549	0.899601501	TRUE	FALSE
ZDHHC9	HGNC:18475	0.73749	0.479	NA	3	NA	0.619992645	NA	FALSE	TRUE
SLC25A4	HGNC:10990	0.45334	0.636	0.927021823	NA	3.055700605	0.732659851	0.570717488	FALSE	TRUE
ATP2A1	HGNC:811	NA	NA	0.55141637	30	3.796327269	0.638973201	0.840282819	TRUE	FALSE
MED12	HGNC:11957	1	0.071	NA	0	NA	0.533170085	NA	TRUE	TRUE
FOXO1	HGNC:3819	0.99725	0.173	0.944465261	NA	2.347026511	0.378952276	0	FALSE	FALSE
RELL1	HGNC:27379	0.95869	0.3	0.571673529	NA	2.409436856	0.392896205	0.322372524	FALSE	FALSE
AUTS2	HGNC:14262	0.99934	0.253	0.994625794	3	2.296144212	0.436995667	0.098067977	TRUE	TRUE
TDRD5	HGNC:20614	0.97247	0.307	0.635157627	NA	3.667377888	0.319176743	0.278304545	FALSE	FALSE
FIG4	HGNC:16873	2.34E-34	1.24	0.240764545	NA	1.600957648	0.532222245	1.303117218	TRUE	TRUE
BCOR	HGNC:20893	1	0.141	NA	3	NA	0.430373679	NA	TRUE	TRUE
AGK	HGNC:21869	NA	NA	0.607055222	30	2.898207333	NA	NA	TRUE	TRUE
PPIL1	HGNC:9260	0.12108	0.812	0.319499924	NA	2.93289633	0.655840349	0.818196209	FALSE	TRUE
DNAJC11	HGNC:25570	0.99893	0.244	0.98478983	NA	1.642700558	0.506176466	0.181026189	FALSE	FALSE
GIT2	HGNC:4273	0.99793	0.266	0.916550379	NA	3.503293743	0.501887719	0.145277603	FALSE	FALSE
ALX4	HGNC:450	NA	NA	0.729230502	3	1.506401076	NA	NA	TRUE	TRUE
HIVEP2	HGNC:4921	1	0.08	0.99777011	3	3.222278077	0.354571672	0.036415124	TRUE	TRUE
USP10	HGNC:12608	0.99411	0.282	0.970895796	NA	3.277572269	0.395270559	0.199276723	FALSE	FALSE
GNS	HGNC:4422	0.00056441	0.606	0.506341283	30	1.714586878	0.465864017	0.541012242	FALSE	TRUE
CREBBP	HGNC:2348	1	0.066	0.99930913	3	1.908892461	0.511616725	0.053955932	TRUE	TRUE
KIAA0232	HGNC:28992	0.99999	0.195	0.97065371	NA	1.790567093	0.320518979	0.150349796	FALSE	FALSE
FANCC	HGNC:3584	2.79E-13	1.043	0.645665309	30	2.6238896	0.249848104	1.135515571	TRUE	TRUE
MTSS1	HGNC:20443	0.9997	0.212	0.990274364	NA	6.075661494	0.539899106	0.108688926	FALSE	FALSE
DOHH	HGNC:28662	0.015986	1.084	0.20412383	NA	4.646672478	0.404799286	1.713164138	FALSE	TRUE
BLOC1S3	HGNC:20914	0.004077	1.913	0.220017614	NA	4.243975253	0.321262799	2.009559878	FALSE	TRUE
AMACR	HGNC:451	NA	NA	0.394110784	NA	2.623287594	0.419721289	0.614972176	FALSE	TRUE
RPGRIP1	HGNC:13436	1.26E-23	0.876	0.098823271	30	1.524626292	0.237904383	0.963660242	TRUE	TRUE
AJAP1	HGNC:30801	0.99469	0.192	0.994442117	NA	5.098326908	0.334133805	0	FALSE	FALSE
EBF3	HGNC:19087	NA	NA	0.999647366	NA	4.465196821	0.715445123	0.660454414	TRUE	TRUE
RPS6	HGNC:10429	0.9759	0.261	0.983710311	NA	NA	0.789795844	0.138757347	FALSE	FALSE
PHF23	HGNC:28428	0.99774	0.167	0.872022767	NA	3.060884401	0.493902697	0.081955505	FALSE	FALSE
EIF2S3	HGNC:3267	0.96388	0.322	NA	NA	NA	0.683021011	NA	FALSE	TRUE
NFIB	HGNC:7785	0.99861	0.225	0.998790114	NA	2.458998885	0.552884259	0.063600897	TRUE	TRUE
TACO1	HGNC:24316	0.0014606	1.088	0.304775104	NA	2.746601504	0.277151453	1.329866794	FALSE	TRUE
CTNND1	HGNC:2515	0.99999	0.185	0.924698906	NA	2.953892114	0.488533982	0.127705496	FALSE	TRUE
ATP6V0A2	HGNC:18481	2.63E-11	0.748	0.794421591	30	3.588631915	0.463071133	0.754812314	TRUE	TRUE
REEP6	HGNC:30078	1.69E-05	1.495	0.394835709	NA	3.455854982	0.370153853	1.41653	FALSE	TRUE
GHRHR	HGNC:4266	1.01E-07	0.931	0.412165153	NA	4.943538955	0.341772634	0.939669268	TRUE	FALSE
NIPAL4	HGNC:28018	0.0013718	0.884	0.643970165	NA	2.326109503	0.361868757	0.845565834	FALSE	TRUE
AMPD1	HGNC:468	1.91E-21	1.202	0.139869676	NA	1.401756629	0.477398796	1.213365777	TRUE	FALSE
NUFIP2	HGNC:17634	0.99891	0.196	0.930442068	NA	1.531107977	0.345500636	0.141256109	FALSE	FALSE
DDB2	HGNC:2718	7.40E-06	0.848	0.200251006	30	1.879887883	0.366359476	0.767038416	FALSE	TRUE
ARID1B	HGNC:18040	NA	NA	0.999750972	3	3.311397157	0.465632783	NA	TRUE	TRUE
AGL	HGNC:321	NA	NA	0.336878313	NA	1.626423691	0.442581333	0.903827954	TRUE	TRUE
TGFB3	HGNC:11769	0.98727	0.27	0.995915594	NA	4.032493666	0.50731887	0.090308568	FALSE	TRUE
USP24	HGNC:12623	1	0.147	0.995841616	NA	2.329348762	0.549292403	0.105676621	FALSE	FALSE
RGS19	HGNC:13735	0.96134	0.295	0.719597985	NA	6.345756997	0.4245058	0.089399893	FALSE	FALSE
CNOT4	HGNC:7880	0.99996	0.143	0.970787387	NA	0.676194002	0.521461582	0.045470104	FALSE	FALSE
BSN	HGNC:1117	1	0.175	0.819143887	NA	3.851280686	0.303327248	0.12092732	FALSE	FALSE
SNX14	HGNC:14977	6.07E-17	0.827	0.501877557	NA	0.680050304	0.453114462	0.720037176	FALSE	TRUE
GNAL	HGNC:4388	0.99829	0.206	0.92116902	NA	3.776031769	0.674025491	0.047250212	FALSE	FALSE
NKX2-5	HGNC:2488	0.94531	0.326	0.991731169	3	5.099083897	0.438081613	0.299628519	FALSE	TRUE
KPTN	HGNC:6404	1.13E-05	0.809	0.221192284	NA	5.085566766	0.487441118	1.211867039	TRUE	TRUE
PPP2CA	HGNC:9299	0.9893	0.263	0.888209659	NA	3.056803114	0.759384048	0.101455406	FALSE	TRUE
CFAP410	HGNC:1260	NA	NA	0.300641442	NA	NA	0.396040249	2.526651384	FALSE	TRUE
GLE1	HGNC:4315	2.05E-10	0.752	0.352962436	NA	1.643402836	0.300759374	0.797030158	TRUE	FALSE
SPAG1	HGNC:11212	1.45E-09	0.761	0.43781467	NA	3.227347364	0.302175802	0.946973817	FALSE	TRUE
CADM4	HGNC:30825	0.99762	0.169	0.858157973	NA	2.214311658	0.504577897	0.100406867	FALSE	FALSE
FOXC1	HGNC:3800	NA	NA	0.996464707	3	5.559798942	NA	NA	FALSE	TRUE
ATP6V0B	HGNC:861	0.96895	0.278	0.758682972	NA	2.824306585	0.732187391	0.227817081	FALSE	FALSE
GUCY2C	HGNC:4688	1.39E-30	1.079	0.306555573	0	3.247444982	0.439911368	1.075010752	FALSE	TRUE
NDUFS7	HGNC:7714	0.9142	0.386	0.361994769	30	3.645872586	0.589702845	0.342089095	FALSE	TRUE
LCA5	HGNC:31923	NA	NA	0.189380104	30	2.167847373	0.24477773	0.591446888	FALSE	TRUE
RRM2B	HGNC:17296	0.002357	0.699	0.66284638	NA	2.540817263	0.538244182	0.428840016	TRUE	TRUE
GSE1	HGNC:28979	1	0.128	0.943075651	NA	2.076986755	0.39643223	0.139040415	FALSE	FALSE
UBQLN4	HGNC:1237	0.98252	0.303	0.64808433	NA	2.257329139	0.506849467	0.216839401	FALSE	FALSE
PPP1R13L	HGNC:18838	NA	NA	0.837837779	NA	3.546899032	0.397202885	0.605823837	FALSE	TRUE
RAG2	HGNC:9832	0.020287	0.792	0.235299412	30	2.025709744	NA	0.902043443	FALSE	TRUE
RBM39	HGNC:15923	0.99981	0.205	0.949567797	NA	1.383925112	0.642084641	0.06253752	FALSE	FALSE
HMGXB3	HGNC:28982	0.999	0.258	0.863890034	NA	2.791329357	NA	0.189943761	FALSE	FALSE
SUPT16H	HGNC:11465	1	0.12	0.971418063	0	0.710675127	0.619289628	0.132065229	FALSE	FALSE
CLSTN3	HGNC:18371	0.97016	0.315	0.705548788	NA	4.922458361	0.467863086	0.302954646	FALSE	FALSE
IDH3B	HGNC:5385	2.99E-11	1.264	0.560054121	NA	NA	0.555619693	1.186875649	FALSE	TRUE
XPR1	HGNC:12827	0.99999	0.156	0.778412693	NA	2.154997221	0.577034438	0.096987676	FALSE	FALSE
TRIM28	HGNC:16384	1	0.082	0.95639605	NA	4.708257345	0.556553858	0.087525379	TRUE	TRUE
PKD2	HGNC:9009	0.00017271	0.497	0.887876283	3	3.011459174	0.41372409	0.399988036	TRUE	FALSE
YTHDF2	HGNC:31675	0.99943	0.139	0.935217684	NA	1.988104847	0.553695155	0.035052144	FALSE	FALSE
IGFBP5	HGNC:5474	0.96283	0.292	0.983518178	NA	4.390174463	0.513921343	0	FALSE	FALSE
SEPTIN11	HGNC:25589	0.95924	0.334	0.830401113	NA	NA	0.629569601	0.224394979	FALSE	FALSE
FAM161A	HGNC:25808	5.10E-13	1.014	0.289058117	30	-0.663474438	0.226666602	1.032170195	FALSE	TRUE
TNNT3	HGNC:11950	2.08E-07	0.975	0.79789168	NA	3.564355579	0.557411167	0.822872521	FALSE	TRUE
DYRK2	HGNC:3093	0.99751	0.17	0.918162449	NA	3.480487937	0.555209176	0.078858714	FALSE	FALSE
NDUFA1	HGNC:7683	0.55315	1.178	NA	0	NA	0.460113211	NA	FALSE	TRUE
KANSL3	HGNC:25473	0.99998	0.16	0.849200342	NA	4.747584214	NA	0.084282953	FALSE	FALSE
PRKN	HGNC:8607	6.93E-07	0.861	0.873112817	30	NA	0.417920162	1.185369888	TRUE	FALSE
PAIP1	HGNC:16945	0.99884	0.198	0.895187107	NA	1.804193888	0.405396275	0.131370542	FALSE	FALSE
NUP133	HGNC:18016	9.26E-05	0.448	0.786717089	NA	2.519680705	0.318513087	0.41500352	FALSE	TRUE
GLRA1	HGNC:4326	NA	NA	0.549109076	NA	2.985987064	0.602606248	0.758421429	TRUE	TRUE
G3BP2	HGNC:30291	0.99954	0.179	0.836911712	NA	1.286402096	0.532832191	0.030528222	FALSE	FALSE
TOP2A	HGNC:11989	0.99086	0.288	0.808514155	NA	3.061158385	0.520710786	0.299648895	FALSE	FALSE
IDUA	HGNC:5391	NA	NA	0.866099215	30	4.111543735	0.394419372	1.221340068	TRUE	TRUE
STX1B	HGNC:18539	0.98766	0.268	0.355692372	NA	2.727927312	0.598981358	0.113411973	TRUE	TRUE
PEX19	HGNC:9713	0.0003188	0.935	0.139117706	NA	0.48877635	0.415007706	0.884703361	TRUE	TRUE
NOG	HGNC:7866	0.89026	0.417	0.864858384	3	2.224074132	0.6221571	NA	FALSE	TRUE
PLA2G6	HGNC:9039	2.48E-10	0.862	0.291462812	30	1.968221639	NA	0.936188316	TRUE	TRUE
CSF1R	HGNC:2433	NA	NA	0.630018469	NA	2.44840093	0.372772235	NA	TRUE	TRUE
HMX1	HGNC:5017	0.72623	0.699	0.983906128	NA	6.633855676	0.397942722	0.608273223	FALSE	TRUE
AFF2	HGNC:3776	0.99577	0.275	NA	3	NA	0.374946558	NA	TRUE	TRUE
PDIA3	HGNC:4606	0.99608	0.25	0.923345035	NA	NA	0.51147729	0.233778664	FALSE	FALSE
CARD11	HGNC:16393	0.99995	0.227	0.978457817	NA	3.071206426	0.463922964	0.127962797	FALSE	FALSE
PNPT1	HGNC:23166	0.00040072	0.475	0.403841542	NA	-1.185208439	NA	0.409378565	TRUE	TRUE
MPDZ	HGNC:7208	NA	NA	0.314108043	30	1.693667351	0.39229058	0.974240827	TRUE	FALSE
FST	HGNC:3971	0.98014	0.29	0.966432163	NA	1.725487041	0.48024435	0.113196452	FALSE	FALSE
JAGN1	HGNC:26926	NA	NA	0.374131619	NA	1.324077596	NA	NA	FALSE	TRUE
FANCD2	HGNC:3585	NA	NA	0.781480283	30	3.562086985	0.294445861	NA	TRUE	TRUE
TMEM199	HGNC:18085	1.99E-05	1.46	0.100608927	NA	3.628586541	0.334624371	1.214748242	FALSE	TRUE
INPP5E	HGNC:21474	0.0031048	0.675	0.28522617	30	NA	0.376258538	0.77635529	FALSE	TRUE
ZC3H7B	HGNC:30869	0.92932	0.323	0.911086464	NA	1.518606943	0.536798108	0.217373989	FALSE	FALSE
WNT3A	HGNC:15983	0.96491	0.32	0.984769109	NA	5.221566847	0.574747216	0.198413005	FALSE	FALSE
PHF21A	HGNC:24156	NA	NA	0.989593239	2	2.288465211	0.478575852	NA	TRUE	TRUE
EFEMP1	HGNC:3218	NA	NA	0.808198878	NA	5.256747512	0.511431851	0.026189721	TRUE	FALSE
MYO18B	HGNC:18150	1.03E-31	0.715	0.401822276	NA	2.009558396	0.24882684	0.745994017	TRUE	TRUE
NEK8	HGNC:13387	6.46E-09	0.798	0.169142274	NA	2.213168528	0.518380387	1.024340212	FALSE	TRUE
PLAA	HGNC:9043	0.46873	0.396	0.845245135	NA	-1.11698908	0.442886419	0.317553843	FALSE	TRUE
AMFR	HGNC:463	5.84E-05	0.63	0.32906353	NA	2.005711295	0.519890672	0.441062552	FALSE	TRUE
OTOA	HGNC:16378	NA	NA	0.200261361	30	1.929706946	0.265018211	NA	TRUE	FALSE
KIF13A	HGNC:14566	0.99999	0.232	0.990076243	NA	5.912003313	0.480070179	0.213704379	FALSE	FALSE
EXOSC3	HGNC:17944	0.00024296	1.213	0.30163164	30	2.713347636	0.524106464	1.522354308	FALSE	TRUE
PRPS1	HGNC:9462	0.91542	0.377	NA	NA	NA	0.750274247	NA	FALSE	TRUE
CMTR1	HGNC:21077	0.99252	0.289	0.849039794	NA	4.358290096	0.492420102	0.194099417	FALSE	FALSE
TBCK	HGNC:28261	NA	NA	0.140611041	NA	2.388730897	0.474363516	0.721891427	TRUE	TRUE
FBLN5	HGNC:3602	0.9997	0.172	0.987843001	NA	4.387244468	0.618445843	0.061453946	FALSE	TRUE
KLHL29	HGNC:29404	0.98532	0.301	0.968383382	NA	4.318595968	0.497146505	0.241212627	FALSE	FALSE
MLLT3	HGNC:7136	0.99964	0.131	0.990968445	NA	3.344096641	0.462774717	0.032883159	FALSE	FALSE
TRIM2	HGNC:15974	0.99603	0.27	0.981101069	30	3.2571179	0.570283229	0.282291254	FALSE	FALSE
SLC25A1	HGNC:10979	0.058829	0.649	0.090902483	30	3.857066507	0.6308845	0.694981156	FALSE	TRUE
CTBP1	HGNC:2494	NA	NA	0.849255107	NA	4.16410052	0.58862504	0.10017597	FALSE	TRUE
JAK3	HGNC:6193	5.93E-06	0.525	0.321791679	NA	3.045242346	0.390458542	0.454401209	FALSE	TRUE
PRPF31	HGNC:15446	0.98313	0.302	0.724701005	NA	NA	0.679827341	0.145591523	TRUE	TRUE
RAPSN	HGNC:9863	0.0015148	0.741	0.117175776	NA	2.788525523	0.522405904	0.907056756	FALSE	TRUE
MEIS2	HGNC:7001	0.99938	0.184	0.995106891	3	3.021103661	0.583140568	0.06616124	FALSE	TRUE
CDH3	HGNC:1762	2.80E-10	0.854	0.571888732	NA	4.493952547	0.324535419	0.843758971	FALSE	TRUE
TOB1	HGNC:11979	0.95365	0.31	0.714613895	NA	2.826988052	0.529424881	0.127143541	FALSE	FALSE
ALOXE3	HGNC:13743	NA	NA	0.751823418	NA	4.205799914	0.39883389	1.096928322	TRUE	TRUE
RYR1	HGNC:10483	1.59E-29	0.456	0.907479456	0	2.132879472	0.587980542	0.448695831	TRUE	TRUE
ZBTB17	HGNC:12936	0.97933	0.309	0.713838718	NA	3.755843258	0.548602156	0.268218086	FALSE	FALSE
EPHA2	HGNC:3386	1.07E-05	0.555	0.826775306	NA	3.519014972	0.508946712	0.49693345	FALSE	TRUE
HYDIN	HGNC:19368	2.27E-24	0.505	0.646912503	NA	1.742784127	0.327795634	0.395643185	FALSE	TRUE
EHMT1	HGNC:24650	1	0.072	0.998267652	3	3.038869382	0.457498525	0.034312339	TRUE	TRUE
ICE1	HGNC:29154	1	0.164	0.994903574	NA	NA	0.28385702	0.197898053	FALSE	FALSE
CRBN	HGNC:30185	0.00028911	0.644	0.901720134	NA	0.589910726	0.442044959	0.70698334	TRUE	FALSE
TMEM138	HGNC:26944	0.047034	1.106	0.10455577	NA	2.653173188	0.286088227	1.213101803	FALSE	TRUE
CSNK1E	HGNC:2453	0.99926	0.143	0.836782403	NA	1.487706916	0.7139599	0.216168448	FALSE	FALSE
PHF13	HGNC:22983	0.98042	0.249	0.946586524	NA	3.301404955	0.488915098	0	FALSE	FALSE
ARRB1	HGNC:711	0.99394	0.262	0.710508004	NA	2.885811787	0.671212603	0.151803993	FALSE	FALSE
LMNA	HGNC:6636	0.9994	0.209	0.719102907	2	3.757894539	0.576196963	0.111243755	TRUE	TRUE
TRNT1	HGNC:17341	0.00015886	0.876	0.776573019	NA	-0.171584348	NA	1.594779851	TRUE	TRUE
SNRPB	HGNC:11153	NA	NA	0.939036897	NA	3.55290022	0.689829171	0.219675914	FALSE	TRUE
AIPL1	HGNC:359	1.22E-05	1.069	0.229989492	NA	3.476240254	0.427726715	1.110092331	TRUE	TRUE
CHD2	HGNC:1917	1	0.07	0.999203508	3	2.775219699	0.512982932	0.026663598	TRUE	TRUE
AGO4	HGNC:18424	0.9999	0.218	0.943683245	NA	2.315694359	0.675025847	0.163786268	FALSE	FALSE
EIF2B5	HGNC:3261	NA	NA	0.725194153	NA	3.064816633	NA	NA	FALSE	TRUE
ILDR2	HGNC:18131	0.95385	0.335	0.767791939	NA	3.302537271	0.383822395	0.195904108	FALSE	FALSE
DPF2	HGNC:9964	0.99985	0.161	0.439575414	NA	2.585965958	0.612930384	0.031578883	TRUE	FALSE
USP12	HGNC:20485	0.97053	0.319	0.671670775	NA	3.813892247	0.64869737	0.219535136	FALSE	FALSE
PGK1	HGNC:8896	0.76537	0.465	NA	2	NA	0.629193611	NA	FALSE	TRUE
CNGA3	HGNC:2150	NA	NA	0.097293817	NA	2.528216165	0.404660724	1.106489056	TRUE	FALSE
MLPH	HGNC:29643	4.38E-10	0.9	0.938264599	30	5.073973545	0.24198613	0.843025641	FALSE	TRUE
MESP2	HGNC:29659	3.11E-06	1.277	0.354509589	NA	-0.065693084	0.270408019	2.07572331	FALSE	TRUE
COX16	HGNC:20213	1.87E-05	1.78	0.324102594	NA	2.53001269	0.373093828	2.506998103	FALSE	TRUE
KDM5C	HGNC:11114	1	0.166	NA	NA	NA	0.553611956	NA	TRUE	TRUE
SET	HGNC:10760	NA	NA	0.940707777	NA	-2.900394955	0.651358323	0.194131469	TRUE	TRUE
SIL1	HGNC:24624	0.012265	0.636	0.265919645	30	0.538727097	0.337626662	0.877612459	TRUE	TRUE
ALG6	HGNC:23157	NA	NA	0.438011671	30	3.277387057	0.395235766	0.597276342	FALSE	TRUE
PPIB	HGNC:9255	4.72E-05	1.6	0.486511956	30	5.061078844	0.624856999	1.802480989	TRUE	FALSE
HPRT1	HGNC:5157	0.93728	0.34	NA	3	NA	0.639003836	NA	TRUE	TRUE
PDE6C	HGNC:8787	2.32E-16	0.866	0.64118244	30	2.250163905	0.471407495	0.797769199	TRUE	TRUE
IPO9	HGNC:19425	0.9999	0.23	0.958436203	NA	3.716873541	0.495842135	0.174301549	FALSE	FALSE
LYN	HGNC:6735	0.99886	0.221	0.783731476	NA	2.456787432	0.6102768	0.111134984	FALSE	FALSE
FZD4	HGNC:4042	0.96962	0.312	0.989419319	3	2.233439238	0.615073245	0.295755328	TRUE	TRUE
PLEC	HGNC:9069	NA	NA	0.133452218	NA	5.9048507	0.395419769	0.364959151	TRUE	TRUE
CFI	HGNC:5394	3.54E-08	0.761	0.551834735	NA	0.997174191	0.38907573	0.910662378	TRUE	FALSE
CDAN1	HGNC:1713	1.11E-12	0.675	0.167328743	30	NA	0.334336825	0.930203995	TRUE	FALSE
SLC7A1	HGNC:11057	0.99291	0.267	0.892674359	NA	3.250479587	0.519195903	0.122703487	FALSE	FALSE
CLMP	HGNC:24039	1.57E-07	1.003	0.782386664	30	2.79716925	0.340075948	0.813750226	FALSE	TRUE
